Refseq accession,annotation_file,embedding_file,NCBI taxonomy,Species,Organism source1,Phylum,Class,Oder,Family,Kingdom,Oxygen requirement,Oxygen requirements assignment source (DB/PMID)2,Number of O2-utilizing enzymes ,Enzymes,physiology
GCF_000022785,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000022785.1_ASM2278v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000022785.1_ASM2278v1_protein_embedding.h5,449216,Rickettsia prowazekii,original tree,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Bacteria,Aerobic,PATRIC,7,1.16.3.1  1.10.2.2  1.9.3.1  1.3.3.3  1.1.99.18  1.4.3.2  1.15.1.1,Aerobe
GCF_000191045,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000191045.1_ASM19104v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000191045.1_ASM19104v1_protein_embedding.h5,868864,Desulfurobacterium thermolithotrophum,added,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Bacteria,Anaerobic,PATRIC,12,1.10.3.10  1.10.2.2  1.14.14.25  1.14.14.51  1.4.3.16  1.4.3.10  1.14.13.208  1.14.14.52  1.3.5.6  1.3.3.4  1.1.3.47  1.14.13.237,Anaerobe
GCF_000185805,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000185805.1_ASM18580v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000185805.1_ASM18580v1_protein_embedding.h5,648996,Thermovibrio ammonificans,added,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Bacteria,Anaerobic,PATRIC,11,1.1.5.4  1.1.3.15  1.10.3.10  1.14.14.51  1.11.1.21  1.4.3.16  1.14.13.208  1.14.14.52  1.3.3.4  1.14.13.163  1.21.3.1,Anaerobe
GCF_000012865,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012865.1_ASM1286v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012865.1_ASM1286v1_protein_embedding.h5,246194,Carboxydothermus hydrogenoformans,original tree,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Bacteria,Anaerobic,PATRIC,12,1.14.14.51  1.4.3.16  1.4.3.19  1.14.14.52  1.2.3.1  1.4.3.24  1.11.1.6  1.14.13.237  1.4.3.2  1.4.3.4  1.14.13.9  1.14.11.8,Anaerobe
GCF_001590685,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_001590685.1_ASM159068v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_001590685.1_ASM159068v1_protein_embedding.h5,1476,Sporosarcina psychrophila,original tree,Firmicutes,Bacilli,Bacillales,Planococcaceae,Bacteria,Aerobic,PATRIC,31,1.14.16.1  1.13.11.2  1.5.3.1  1.5.3.7  1.14.12.17  1.1.5.4  1.1.3.15  1.10.3.10  1.13.11.79  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.19  1.14.14.52  1.14.13.149  1.14.99.44  1.1.3.21  1.14.14.18  1.13.11.11  1.14.14.47  1.14.13.168  1.11.1.6  1.3.3.4  1.13.12.16  1.14.13.92  1.14.13.237  1.4.3.2  1.4.3.4  1.14.14.9  1.14.14.17  1.15.1.1,Aerobe
GCF_000012885,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012885.1_ASM1288v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012885.1_ASM1288v1_protein_embedding.h5,338963,Pelobacter carbinolicus,original tree,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Bacteria,Anaerobic,PATRIC,16,1.13.11.6  1.5.3.1  1.10.3.14  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  4.1.1.39  1.3.3.4  1.17.3.2  1.14.13.237  1.4.3.2  1.14.13.9,Anaerobe
GCF_000012225,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012225.1_ASM1222v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012225.1_ASM1222v1_protein_embedding.h5,322098,Aster_yellows_witches-broom_phytoplasma,original tree,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Bacteria,Facultative,PATRIC,3,1.8.3.2  1.14.13.225  1.15.1.1,Facultative
GCF_000019905,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000019905.1_ASM1990v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000019905.1_ASM1990v1_protein_embedding.h5,262543,Exiguobacterium sibiricum,original tree,Firmicutes,Bacilli,Bacillales,no rank,Bacteria,Facultative,PATRIC,26,1.13.11.53  1.13.11.2  1.5.3.1  1.14.13.127  1.14.12.17  1.1.5.4  1.13.11.54  1.10.3.2  1.3.3.11  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.19  1.14.14.52  1.14.13.149  1.14.99.44  1.14.99.48  1.13.11.11  1.14.14.47  1.11.1.6  1.3.3.4  1.1.99.18  1.14.13.237  1.3.99.26  1.15.1.1  1.14.19.9,Facultative
GCF_000011385,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000011385.1_ASM1138v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000011385.1_ASM1138v1_protein_embedding.h5,251221,Gloeobacter violaceus,original tree,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacteraceae,Bacteria,Aerobic,GOLD,32,1.1.3.15  1.10.3.11  1.14.99.29  1.10.3.9  1.13.11.75  1.10.2.2  1.13.12.23  1.13.12.21  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.13.38  4.1.1.39  1.14.19.6  1.14.14.18  1.3.5.6  1.14.13.81  1.14.14.46  1.14.11.16  1.3.3.3  1.14.13.180  1.13.11.24  1.3.99.31  4.1.99.5  1.14.11.41  1.14.19.37  1.13.11.81  1.13.11.83  1.14.13.7  1.15.1.1,Aerobe
GCF_000011345,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000011345.1_ASM1134v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000011345.1_ASM1134v1_protein_embedding.h5,197221,Thermosynechococcus elongatus,original tree,Cyanobacteria,no rank,Synechococcales,Synechococcaceae,Bacteria,Aerobic,GOLD,24,1.14.16.4  1.14.16.1  1.5.3.1  1.14.12.15  1.5.3.7  1.14.13.127  1.10.3.9  1.13.11.75  1.14.19.10  1.9.3.1  1.4.3.16  1.4.3.19  4.1.1.39  1.14.14.18  1.3.5.6  1.13.11.18  1.14.13.81  1.3.3.4  1.3.3.3  4.1.99.5  1.14.19.37  1.4.3.5  1.14.13.9  1.15.1.1,Aerobe
GCF_000008305,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008305.1_ASM830v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008305.1_ASM830v1_protein_embedding.h5,265311,Mesoplasma florum,original tree,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Bacteria,Facultative,GOLD,2,1.5.3.1  1.14.13.9,Facultative
GCF_000017605,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000017605.1_ASM1760v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000017605.1_ASM1760v1_protein_embedding.h5,355278,Leptospira biflexa,added,Spirochaetes,Spirochaetia,no rank,Leptospiraceae,Bacteria,Aerobic,GOLD,27,1.1.3.6  1.13.11.53  1.5.3.1  1.1.5.4  1.13.11.29  1.13.11.54  1.14.99.29  1.3.99.28  1.16.3.1  1.14.18.1  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.14.13.208  1.14.14.52  1.13.11.12  1.13.11.18  1.13.11.24  1.1.99.18  1.14.13.237  1.3.99.26  1.4.3.5  1.7.2.1  1.15.1.1  1.14.19.1,Aerobe
GCF_000013405,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000013405.1_ASM1340v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000013405.1_ASM1340v1_protein_embedding.h5,56780,Syntrophus aciditrophicus,added,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Bacteria,Anaerobic,PATRIC,18,1.14.16.1  1.10.3.10  1.14.14.51  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.99.44  1.11.1.6  1.3.3.3  1.1.99.18  1.1.3.48  1.13.12.3  1.1.1.170  1.4.3.2  1.14.13.9  1.14.11.9  1.15.1.1,Anaerobe
GCF_000018405,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000018405.1_ASM1840v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000018405.1_ASM1840v1_protein_embedding.h5,96561,Desulfococcus oleovorans,added,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Bacteria,Anaerobic,PATRIC,15,1.14.16.4  1.14.16.1  1.14.18.8  1.14.14.51  1.11.1.21  1.4.3.16  1.4.3.13  1.14.13.208  1.14.14.52  1.14.13.225  1.14.13.163  1.13.12.16  1.1.3.48  1.14.13.237  1.4.3.2,Anaerobe
GCF_000265295,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000265295.1_ASM26529v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000265295.1_ASM26529v1_protein_embedding.h5,760154,Sulfurospirillum barnesii,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Bacteria,Anaerobic,10425777,13,1.1.5.4  1.10.3.14  1.13.11.79  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.11.1.6  1.13.12.3  1.17.3.2  1.4.3.5  1.15.1.1,Anaerobe
GCF_000020525,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000020525.1_ASM2052v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000020525.1_ASM2052v1_protein_embedding.h5,517418,Chloroherpeton thalassium,added,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Bacteria,Facultative,PATRIC,11,1.14.13.127  1.1.3.15  1.10.3.10  1.13.11.79  1.14.14.51  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.237  1.4.3.5  1.15.1.1,Facultative
GCF_000008765,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008765.1_ASM876v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008765.1_ASM876v1_protein_embedding.h5,272562,Clostridium acetobutylicum,original tree,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Bacteria,Anaerobic,PATRIC,16,1.14.16.1  1.5.3.1  1.1.3.15  1.14.14.51  1.4.3.16  1.4.3.19  1.14.14.52  1.4.3.23  1.13.11.16  1.11.1.6  1.3.3.4  1.14.13.237  1.6.3.4  1.4.3.2  1.4.3.4  1.14.13.9,Anaerobe
GCF_000009725,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009725.1_ASM972v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009725.1_ASM972v1_protein_embedding.h5,1148,Synechocystis sp. PCC 6803,original tree,Cyanobacteria,no rank,Synechococcales,Merismopediaceae,Bacteria,Aerobic,GOLD,30,1.5.3.1  1.14.12.15  1.1.3.15  1.3.99.28  1.16.3.1  1.10.3.9  1.4.3.3  1.13.11.75  1.10.2.2  1.11.1.21  1.14.19.10  1.9.3.1  1.4.3.16  1.4.3.19  4.1.1.39  1.14.19.6  1.14.14.18  1.4.3.24  1.3.5.6  1.13.11.18  1.14.13.81  1.3.3.3  1.13.11.24  4.1.99.5  1.14.13.237  1.14.19.35  1.4.3.5  1.14.13.1  1.15.1.1  1.14.19.3,Aerobe
GCF_000208385,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000208385.1_ASM20838v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000208385.1_ASM20838v1_protein_embedding.h5,760011,Sphaerochaeta coccoides,added,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria,Anaerobic,PATRIC,12,1.5.3.1  1.14.14.51  1.11.1.21  1.14.13.208  1.14.14.52  1.4.3.24  1.11.1.6  1.3.3.4  1.1.99.18  1.14.13.237  1.4.3.2  1.15.1.1,Anaerobe
GCF_000003135,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000003135.1_ASM313v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000003135.1_ASM313v1_protein_embedding.h5,548480,Bifidobacterium longum,original tree,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bacteria,Anaerobic,22307289,11,1.11.1.21  1.4.3.16  1.4.3.19  1.3.99.31  1.1.99.18  1.14.13.237  1.14.13.70  1.13.11.81  1.4.3.4  1.14.13.9  1.15.1.1,Anaerobe
GCF_000010165,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000010165.1_ASM1016v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000010165.1_ASM1016v1_protein_embedding.h5,358681,Brevibacillus brevis,original tree,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Bacteria,Aerobic,PATRIC,40,1.13.11.53  1.1.3.9  1.14.16.1  1.13.11.5  1.13.11.6  1.5.3.1  1.14.12.17  1.1.5.4  1.13.11.29  1.1.3.15  1.10.3.10  1.5.3.17  1.13.11.54  1.13.11.79  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.149  1.21.3.3  1.14.14.18  1.13.11.11  1.14.14.47  1.11.1.6  1.14.11.16  1.14.11.13  1.3.3.4  1.13.11.27  1.13.12.16  1.14.13.113  1.14.13.237  1.14.15.8  1.4.3.2  1.14.14.8  1.14.14.9  1.14.13.7  1.15.1.1,Aerobe
GCF_000008665,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008665.1_ASM866v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008665.1_ASM866v1_protein_embedding.h5,224325,Archaeoglobus fulgidus,original tree,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaea,Anaerobic,24763368,19,1.14.16.4  1.14.16.1  1.1.5.4  1.1.3.15  1.5.3.17  1.14.14.51  1.11.1.21  1.4.3.19  1.14.13.208  1.14.14.52  4.1.1.39  1.4.3.24  1.14.13.217  1.14.13.225  1.6.3.5  1.4.3.2  1.14.13.9  1.15.1.1  1.14.19.9,Anaerobe
GCF_000006765,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006765.1_ASM676v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006765.1_ASM676v1_protein_embedding.h5,208964,Pseudomonas aeruginosa,original tree,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,Facultative,PATRIC,57,1.13.11.53  1.14.16.1  1.13.11.5  1.14.13.185  1.13.11.1  1.13.11.3  1.5.3.1  1.14.12.17  1.1.5.4  1.13.11.29  1.14.12.10  1.13.11.25  1.1.3.15  1.10.3.10  1.14.12.1  1.13.11.54  1.16.3.1  1.3.3.11  1.13.11.79  1.10.2.2  1.14.12.25  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.13.11.15  1.13.11.11  1.14.13.195  1.14.13.218  1.14.14.35  1.11.1.6  1.14.11.17  1.3.3.4  1.3.3.3  1.13.11.27  1.14.14.5  1.14.13.182  1.13.12.16  1.13.11.24  1.17.3.2  1.14.15.3  1.6.3.5  1.14.11.33  1.14.13.82  1.4.3.2  1.4.3.5  1.14.14.9  1.14.13.7  1.14.13.2  1.14.14.17  1.7.2.1  1.14.13.131  1.15.1.1  1.13.11.33,Facultative
GCF_000239475,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000239475.1_ASM23947v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000239475.1_ASM23947v1_protein_embedding.h5,1081646,Borreliella garinii,added,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Bacteria,Anaerobic,PATRIC,4,1.14.14.51  1.14.14.52  1.4.3.24  1.15.1.1,Anaerobe
GCF_000012745,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012745.1_ASM1274v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012745.1_ASM1274v1_protein_embedding.h5,292415,Thiobacillus denitrificans,original tree,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Bacteria,Facultative,PATRIC,25,1.5.3.1  1.14.12.17  1.1.3.15  1.10.3.11  1.16.3.1  1.4.3.3  1.13.11.79  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  4.1.1.39  1.13.11.18  1.11.1.6  1.3.3.4  1.3.3.3  1.13.11.24  1.4.3.2  1.4.3.5  1.14.13.8  1.7.2.1  1.15.1.1,Facultative
GCF_000012485,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012485.1_ASM1248v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012485.1_ASM1248v1_protein_embedding.h5,319225,Pelodictyon luteolum,added,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Bacteria,Anaerobic,PATRIC,20,1.14.99.29  1.16.3.1  1.14.13.50  1.4.3.3  1.13.11.79  1.14.14.51  1.11.1.21  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.39  1.13.99.1  1.14.19.11  1.3.3.4  1.14.13.237  1.14.19.2  1.6.3.4  1.4.3.2  1.14.13.9  1.15.1.1,Anaerobe
GCF_000214355,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000214355.1_ASM21435v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000214355.1_ASM21435v1_protein_embedding.h5,545695,Treponema azotonutricium,added,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria,Anaerobic,PATRIC,13,1.5.3.1  1.14.14.51  1.14.13.20  1.4.3.19  1.14.13.208  1.14.14.52  1.3.3.4  1.13.11.24  1.1.99.18  1.14.13.237  1.4.3.2  1.4.3.4  1.14.13.7,Anaerobe
GCF_000143725,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000143725.1_ASM14372v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000143725.1_ASM14372v1_protein_embedding.h5,759914,Brachyspira pilosicoli,added,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Bacteria,Anaerobic,PATRIC,9,1.5.3.1  1.1.3.15  1.14.14.51  1.14.13.208  1.14.14.52  1.3.5.6  1.11.1.6  1.4.3.2  1.15.1.1,Anaerobe
GCF_000026685,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000026685.1_ASM2668v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000026685.1_ASM2668v1_protein_embedding.h5,561304,Mycobacterium leprae,original tree,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Bacteria,Aerobic,GOLD,21,1.1.3.6  1.5.3.1  1.16.3.1  1.4.3.3  1.10.2.2  1.9.3.1  1.4.3.16  1.4.3.10  1.4.3.19  1.14.13.208  1.14.14.18  1.14.99.50  1.14.14.46  1.3.3.4  1.14.13.237  1.13.11.81  1.14.13.107  1.4.3.5  1.4.3.4  1.14.11.59  1.15.1.1,Aerobe
GCF_000020365,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000020365.1_ASM2036v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000020365.1_ASM2036v1_protein_embedding.h5,177437,Desulfobacterium autotrophicum,added,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Bacteria,Anaerobic,PATRIC,18,1.5.3.1  1.10.3.14  1.16.3.1  1.14.14.51  1.11.1.21  1.4.3.16  1.14.13.208  1.14.14.52  1.14.99.44  1.2.3.1  1.3.3.4  1.14.13.163  1.1.99.18  1.14.11.27  1.14.13.237  1.4.3.2  1.14.13.7  1.14.13.8,Anaerobe
GCF_000176915,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000176915.2_ASM17691v2_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000176915.2_ASM17691v2_protein_embedding.h5,643562,Pseudodesulfovibrio aespoeensis,added,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bacteria,Anaerobic,GOLD,23,1.14.16.1  1.5.3.1  1.5.3.7  1.10.3.10  1.5.3.17  1.14.99.29  1.16.3.1  1.14.14.51  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.99.44  1.2.3.1  4.1.1.39  1.11.1.6  1.3.3.4  1.13.12.16  1.14.13.11  1.3.99.26  1.4.3.2  1.4.3.5  1.14.13.9,Anaerobe
GCF_000007025,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007025.1_ASM702v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007025.1_ASM702v1_protein_embedding.h5,272944,Rickettsia conorii,original tree,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Bacteria,Aerobic,PATRIC,9,1.5.3.1  1.5.3.7  1.14.14.1  1.16.3.1  1.10.2.2  1.9.3.1  1.3.3.3  1.4.3.2  1.15.1.1,Aerobe
GCF_000020505,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000020505.1_ASM2050v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000020505.1_ASM2050v1_protein_embedding.h5,517417,Chlorobaculum parvum,added,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Bacteria,Facultative,PATRIC,18,1.5.3.1  1.1.5.4  1.10.3.14  1.10.3.10  1.13.11.47  1.13.11.79  1.14.13.178  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.11.1.6  1.13.11.24  1.14.13.237  1.4.3.2  1.14.13.9  1.15.1.1,Facultative
GCF_000007765,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007765.2_ASM776v2_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007765.2_ASM776v2_protein_embedding.h5,227377,Coxiella burnetii,original tree,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Bacteria,Aerobic,24039571,13,1.14.14.1  1.10.3.14  1.10.3.10  1.9.3.1  1.4.3.16  1.4.3.19  1.4.3.24  1.13.11.18  1.3.3.3  1.4.3.2  1.4.3.5  1.15.1.1  1.14.19.1,Aerobe
GCF_001060475,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_001060475.1_ASM106047v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_001060475.1_ASM106047v1_protein_embedding.h5,621,Shigella boydii,original tree,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,Facultative,GOLD,38,1.13.11.53  1.14.16.5  1.13.11.2  1.5.3.1  1.14.12.17  1.1.5.4  1.13.11.29  1.1.3.15  1.14.14.1  1.10.3.14  1.10.3.10  1.13.11.54  1.14.13.59  1.16.3.1  1.3.3.11  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.149  1.2.3.1  1.13.11.15  1.13.11.11  1.14.15.21  1.14.14.10  1.14.11.47  1.11.1.6  1.14.11.17  1.3.3.3  1.14.14.5  1.13.11.24  1.14.13.237  1.14.11.33  1.4.3.5  1.14.14.9  1.15.1.1,Facultative
GCF_000020465,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000020465.1_ASM2046v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000020465.1_ASM2046v1_protein_embedding.h5,290315,Chlorobium limicola,added,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Bacteria,Anaerobic,PATRIC,14,1.5.3.1  1.10.3.10  1.4.3.3  1.13.11.79  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.237  1.4.3.2  1.14.13.9  1.15.1.1,Anaerobe
GCF_000305495,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000305495.1_BacPsy2.0_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000305495.1_BacPsy2.0_protein_embedding.h5,1174504,Bacillus psychrosaccharolyticus,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Facultative,6051360,31,1.13.11.2  1.14.12.17  1.1.5.4  1.13.11.29  1.1.3.15  1.10.3.10  1.14.18.1  1.10.2.2  1.14.14.51  1.9.3.1  1.14.14.52  1.14.99.48  1.1.3.21  1.14.14.18  1.13.11.11  1.14.14.10  1.14.14.47  1.14.14.35  1.11.1.6  1.3.3.4  1.14.13.225  1.13.12.16  1.1.99.18  1.14.13.237  1.14.15.8  1.1.1.270  1.14.14.9  1.14.13.7  1.14.14.17  1.14.13.131  1.15.1.1,Facultative
